n,cum_gain_revenue,profit,profit_per_contact
9286,5662.325934765267,1234.3977804295803,0.13293105539840408
9287,5662.325934765267,1234.3477804295803,0.13291135785825137
9288,5662.325934765267,1234.2977804295801,0.13289166455960166
9289,5662.325934765267,1234.2477804295802,0.13287197550108518
9290,5662.325934765267,1234.1977804295802,0.13285229068133264
9291,5662.325934765267,1234.1477804295803,0.13283261009897537
9292,5662.325934765267,1234.0977804295803,0.13281293375264533
9293,5662.325934765267,1234.0477804295801,0.13279326164097494
9294,5662.325934765267,1233.9977804295802,0.1327735937625974
9295,5662.325934765267,1233.9477804295802,0.13275393011614633
9296,5662.325934765267,1233.8977804295803,0.13273427070025606
9297,5662.325934765267,1233.8477804295803,0.1327146155135614
9298,5662.325934765267,1233.7977804295801,0.1326949645546978
9299,5662.325934765267,1233.7477804295802,0.13267531782230135
9300,5662.325934765267,1233.6977804295802,0.13265567531500863
9301,5662.325934765267,1233.6477804295803,0.13263603703145685
9302,5662.325934765267,1233.5977804295803,0.13261640297028385
9303,5662.325934765267,1233.5477804295801,0.13259677313012794
9304,5662.325934765267,1233.4977804295802,0.13257714750962812
9305,5662.325934765267,1233.4477804295802,0.132557526107424
9306,5662.325934765267,1233.3977804295803,0.13253790892215564
9307,5662.325934765267,1233.3477804295803,0.13251829595246378
9308,5662.325934765267,1233.2977804295801,0.1324986871969897
9309,5662.325934765267,1233.2477804295802,0.13247908265437536
9310,5662.325934765267,1233.1977804295802,0.13245948232326318
9311,5662.325934765267,1233.1477804295803,0.13243988620229624
9312,5662.325934765267,1233.0977804295803,0.13242029429011817
9313,5662.325934765267,1233.0477804295801,0.13240070658537315
9314,5662.325934765267,1232.9977804295802,0.13238112308670605
9315,5662.325934765267,1232.9477804295802,0.13236154379276224
9316,5662.325934765267,1232.8977804295803,0.13234196870218767
9317,5662.325934765267,1232.8477804295803,0.1323223978136289
9318,5662.325934765267,1232.7977804295801,0.13230283112573302
9319,5662.325934765267,1232.7477804295802,0.1322832686371478
9320,5662.325934765267,1232.6977804295802,0.13226371034652148
9321,5662.325934765267,1232.6477804295803,0.132244156252503
9322,5662.325934765267,1232.5977804295803,0.13222460635374172
9323,5662.325934765267,1232.5477804295801,0.1322050606488877
9324,5662.325934765267,1232.4977804295802,0.1321855191365916
9325,5662.325934765267,1232.4477804295802,0.1321659818155046
9326,5662.325934765267,1232.3977804295803,0.13214644868427838
9327,5662.325934765267,1232.3477804295803,0.13212691974156537
9328,5662.325934765267,1232.2977804295801,0.13210739498601845
9329,5662.325934765267,1232.2477804295802,0.13208787441629116
9330,5662.325934765267,1232.1977804295802,0.13206835803103753
9331,5662.325934765267,1232.1477804295803,0.13204884582891227
9332,5662.325934765267,1232.0977804295803,0.13202933780857054
9333,5662.325934765267,1232.0477804295801,0.1320098339686682
9334,5662.325934765267,1231.9977804295802,0.1319903343078616
9335,5662.325934765267,1231.9477804295802,0.13197083882480773
9336,5662.325934765267,1231.8977804295803,0.13195134751816412
9337,5662.325934765267,1231.8477804295803,0.13193186038658888
9338,5662.325934765267,1231.7977804295801,0.13191237742874065
9339,5662.325934765267,1231.7477804295802,0.13189289864327874
9340,5662.325934765267,1231.6977804295802,0.13187342402886298
9341,5662.325934765267,1231.6477804295803,0.13185395358415375
9342,5662.325934765267,1231.5977804295803,0.13183448730781205
9343,5662.325934765267,1231.5477804295801,0.1318150251984994
9344,5662.325934765267,1231.4977804295802,0.131795567254878
9345,5662.325934765267,1231.4477804295802,0.13177611347561052
9346,5662.325934765267,1231.3977804295803,0.1317566638593602
9347,5662.325934765267,1231.3477804295803,0.13173721840479088
9348,5662.325934765267,1231.2977804295801,0.13171777711056698
9349,5662.325934765267,1231.2477804295802,0.13169833997535355
9350,5662.325934765267,1231.1977804295802,0.13167890699781606
9351,5662.325934765267,1231.1477804295803,0.13165947817662071
9352,5662.325934765267,1231.0977804295803,0.13164005351043417
9353,5662.325934765267,1231.0477804295801,0.13162063299792368
9354,5662.325934765267,1230.9977804295802,0.13160121663775712
9355,5662.325934765267,1230.9477804295802,0.1315818044286029
9356,5662.325934765267,1230.8977804295803,0.13156239636913
9357,5662.325934765267,1230.8477804295803,0.13154299245800793
9358,5662.325934765267,1230.7977804295801,0.13152359269390684
9359,5662.325934765267,1230.7477804295802,0.1315041970754974
9360,5662.325934765267,1230.6977804295802,0.13148480560145087
9361,5662.325934765267,1230.6477804295803,0.1314654182704391
9362,5662.325934765267,1230.5977804295803,0.13144603508113442
9363,5662.325934765267,1230.5477804295801,0.13142665603220977
9364,5662.325934765267,1230.4977804295802,0.13140728112233876
9365,5662.325934765267,1230.4477804295802,0.13138791035019542
9366,5662.325934765267,1230.3977804295803,0.13136854371445444
9367,5662.325934765267,1230.3477804295803,0.131349181213791
9368,5662.325934765267,1230.2977804295801,0.13132982284688088
9369,5662.325934765267,1230.2477804295802,0.13131046861240048
9370,5662.325934765267,1230.1977804295802,0.1312911185090267
9371,5662.325934765267,1230.1477804295803,0.131271772535437
9372,5662.325934765267,1230.0977804295803,0.13125243069030948
9373,5662.325934765267,1230.0477804295801,0.13123309297232263
9374,5662.325934765267,1229.9977804295802,0.13121375938015578
9375,5662.325934765267,1229.9477804295802,0.13119442991248856
9376,5662.325934765267,1229.8977804295803,0.1311751045680013
9377,5662.325934765267,1229.8477804295803,0.1311557833453749
9378,5662.325934765267,1229.7977804295801,0.1311364662432907
9379,5662.325934765267,1229.7477804295802,0.13111715326043077
9380,5662.325934765267,1229.6977804295802,0.13109784439547764
9381,5662.325934765267,1229.6477804295803,0.1310785396471144
9382,5662.325934765267,1229.5977804295803,0.13105923901402478
9383,5662.325934765267,1229.5477804295801,0.1310399424948929
9384,5662.325934765267,1229.4977804295802,0.1310206500884037
9385,5662.325934765267,1229.4477804295802,0.13100136179324243
9386,5662.325934765267,1229.3977804295803,0.13098207760809508
9387,5662.325934765267,1229.3477804295803,0.13096279753164805
9388,5662.325934765267,1229.2977804295801,0.13094352156258843
9389,5662.325934765267,1229.2477804295802,0.1309242496996038
9390,5662.325934765267,1229.1977804295802,0.13090498194138234
9391,5662.325934765267,1229.1477804295803,0.13088571828661275
9392,5662.325934765267,1229.0977804295803,0.13086645873398428
9393,5662.325934765267,1229.0477804295801,0.13084720328218674
9394,5662.325934765267,1228.9977804295802,0.1308279519299106
9395,5662.325934765267,1228.9477804295802,0.13080870467584677
9396,5662.325934765267,1228.8977804295803,0.1307894615186867
9397,5662.325934765267,1228.8477804295803,0.13077022245712253
9398,5662.325934765267,1228.7977804295801,0.1307509874898468
9399,5662.325934765267,1228.7477804295802,0.13073175661555275
9400,5662.325934765267,1228.6977804295802,0.13071252983293408
9401,5662.325934765267,1228.6477804295803,0.13069330714068506
9402,5662.325934765267,1228.5977804295803,0.13067408853750057
9403,5662.325934765267,1228.5477804295801,0.13065487402207596
9404,5662.325934765267,1228.4977804295802,0.13063566359310722
9405,5662.325934765267,1228.4477804295802,0.13061645724929083
9406,5662.325934765267,1228.3977804295803,0.13059725498932387
9407,5662.325934765267,1228.3477804295803,0.13057805681190393
9408,5662.325934765267,1228.2977804295801,0.13055886271572917
9409,5662.325934765267,1228.2477804295802,0.13053967269949837
9410,5662.325934765267,1228.1977804295802,0.13052048676191075
9411,5662.325934765267,1228.1477804295803,0.13050130490166617
9412,5662.325934765267,1228.0977804295803,0.13048212711746499
9413,5662.325934765267,1228.0477804295801,0.1304629534080081
9414,5662.325934765267,1227.9977804295802,0.13044378377199706
9415,5662.325934765267,1227.9477804295802,0.13042461820813386
9416,5662.325934765267,1227.8977804295803,0.1304054567151211
9417,5662.325934765267,1227.8477804295803,0.13038629929166193
9418,5662.325934765267,1227.7977804295801,0.13036714593645998
9419,5662.325934765267,1227.7477804295802,0.13034799664821958
9420,5662.325934765267,1227.6977804295802,0.13032885142564546
9421,5662.325934765267,1227.6477804295803,0.13030971026744298
9422,5662.325934765267,1227.5977804295803,0.130290573172318
9423,5662.325934765267,1227.5477804295801,0.13027144013897698
9424,5662.325934765267,1227.4977804295802,0.13025231116612693
9425,5662.325934765267,1227.4477804295802,0.13023318625247535
9426,5662.325934765267,1227.3977804295803,0.13021406539673036
9427,5662.325934765267,1227.3477804295803,0.13019494859760056
9428,5662.325934765267,1227.2977804295801,0.13017583585379508
9429,5662.325934765267,1227.2477804295802,0.13015672716402377
9430,5662.325934765267,1227.1977804295802,0.13013762252699684
9431,5662.325934765267,1227.1477804295803,0.13011852194142512
9432,5662.325934765267,1227.0977804295803,0.13009942540601996
9433,5662.325934765267,1227.0477804295801,0.13008033291949328
9434,5662.325934765267,1226.9977804295802,0.1300612444805576
9435,5662.325934765267,1226.9477804295802,0.13004216008792582
9436,5662.325934765267,1226.8977804295803,0.1300230797403116
9437,5662.325934765267,1226.8477804295803,0.13000400343642898
9438,5662.325934765267,1226.7977804295801,0.1299849311749926
9439,5662.325934765267,1226.7477804295802,0.12996586295471768
9440,5662.325934765267,1226.6977804295802,0.12994679877431994
9441,5662.325934765267,1226.6477804295803,0.12992773863251567
9442,5662.325934765267,1226.5977804295803,0.12990868252802165
9443,5662.325934765267,1226.5477804295801,0.12988963045955523
9444,5662.325934765267,1226.4977804295802,0.1298705824258344
9445,5662.325934765267,1226.4477804295802,0.1298515384255776
9446,5662.325934765267,1226.3977804295803,0.12983249845750375
9447,5662.325934765267,1226.3477804295803,0.1298134625203324
9448,5662.325934765267,1226.2977804295801,0.12979443061278367
9449,5662.325934765267,1226.2477804295802,0.12977540273357818
9450,5662.325934765267,1226.1977804295802,0.12975637888143707
9451,5662.325934765267,1226.1477804295803,0.12973735905508202
9452,5662.325934765267,1226.0977804295803,0.12971834325323534
9453,5662.325934765267,1226.0477804295801,0.1296993314746197
9454,5662.325934765267,1225.9977804295802,0.12968032371795857
9455,5662.325934765267,1225.9477804295802,0.1296613199819757
9456,5662.325934765267,1225.8977804295803,0.12964232026539554
9457,5662.325934765267,1225.8477804295803,0.12962332456694303
9458,5662.325934765267,1225.7977804295801,0.12960433288534365
9459,5662.325934765267,1225.7477804295802,0.1295853452193234
9460,5662.325934765267,1225.6977804295802,0.1295663615676089
9461,5662.325934765267,1225.6477804295803,0.1295473819289272
9462,5662.325934765267,1225.5977804295803,0.12952840630200596
9463,5662.325934765267,1225.5477804295801,0.1295094346855733
9464,5662.325934765267,1225.4977804295802,0.129490467078358
9465,5662.325934765267,1225.4477804295802,0.1294715034790893
9466,5662.325934765267,1225.3977804295803,0.12945254388649696
9467,5662.325934765267,1225.3477804295803,0.12943358829931131
9468,5662.325934765267,1225.2977804295801,0.12941463671626321
9469,5662.325934765267,1225.2477804295802,0.1293956891360841
9470,5662.325934765267,1225.1977804295802,0.12937674555750583
9471,5662.325934765267,1225.1477804295803,0.12935780597926094
9472,5662.325934765267,1225.0977804295803,0.12933887040008238
9473,5662.325934765267,1225.0477804295801,0.1293199388187037
9474,5662.325934765267,1224.9977804295802,0.129301011233859
9475,5662.325934765267,1224.9477804295802,0.12928208764428287
9476,5662.325934765267,1224.8977804295803,0.12926316804871046
9477,5662.325934765267,1224.8477804295803,0.12924425244587742
9478,5662.325934765267,1224.7977804295801,0.12922534083451995
9479,5662.325934765267,1224.7477804295802,0.12920643321337485
9480,5662.325934765267,1224.6977804295802,0.12918752958117935
9481,5662.325934765267,1224.6477804295803,0.12916862993667128
9482,5662.325934765267,1224.5977804295803,0.12914973427858895
9483,5662.325934765267,1224.5477804295801,0.1291308426056712
9484,5662.325934765267,1224.4977804295802,0.12911195491665756
9485,5662.325934765267,1224.4477804295802,0.12909307121028785
9486,5662.325934765267,1224.3977804295803,0.12907419148530258
9487,5662.325934765267,1224.3477804295803,0.12905531574044274
9488,5662.325934765267,1224.2977804295801,0.12903644397444985
9489,5662.325934765267,1224.2477804295802,0.129017576186066
9490,5662.325934765267,1224.1977804295802,0.12899871237403374
9491,5662.325934765267,1224.1477804295803,0.12897985253709623
9492,5662.325934765267,1224.0977804295803,0.12896099667399707
9493,5662.325934765267,1224.0477804295801,0.12894214478348048
9494,5662.325934765267,1223.9977804295802,0.12892329686429116
9495,5662.325934765267,1223.9477804295802,0.12890445291517433
9496,5662.325934765267,1223.8977804295803,0.12888561293487577
9497,5662.325934765267,1223.8477804295803,0.12886677692214177
9498,5662.325934765267,1223.7977804295801,0.1288479448757191
9499,5662.325934765267,1223.7477804295802,0.12882911679435521
9500,5662.325934765267,1223.6977804295802,0.12881029267679792
9501,5662.325934765267,1223.6477804295803,0.12879147252179562
9502,5662.325934765267,1223.5977804295803,0.12877265632809728
9503,5662.325934765267,1223.5477804295801,0.12875384409445229
9504,5662.325934765267,1223.4977804295802,0.1287350358196107
9505,5662.325934765267,1223.4477804295802,0.128716231502323
9506,5662.325934765267,1223.3977804295803,0.12869743114134025
9507,5662.325934765267,1223.3477804295803,0.12867863473541394
9508,5662.325934765267,1223.2977804295801,0.1286598422832962
9509,5662.325934765267,1223.2477804295802,0.12864105378373963
9510,5662.325934765267,1223.1977804295802,0.12862226923549738
9511,5662.325934765267,1223.1477804295803,0.12860348863732313
9512,5662.325934765267,1223.0977804295803,0.12858471198797103
9513,5662.325934765267,1223.0477804295801,0.12856593928619575
9514,5662.325934765267,1222.9977804295802,0.1285471705307526
9515,5707.281432719735,1236.4344298159203,0.1299458150095555
9516,5707.281432719735,1236.3844298159204,0.12992690519292985
9517,5707.281432719735,1236.3344298159204,0.12990799935020705
9518,5707.281432719735,1236.2844298159202,0.1298890974801345
9519,5707.281432719735,1236.2344298159203,0.12987019958146026
9520,5707.281432719735,1236.1844298159203,0.12985130565293282
9521,5707.281432719735,1236.1344298159204,0.12983241569330117
9522,5707.281432719735,1236.0844298159204,0.1298135297013149
9523,5707.281432719735,1236.0344298159202,0.12979464767572407
9524,5707.281432719735,1235.9844298159203,0.1297757696152793
9525,5707.281432719735,1235.9344298159203,0.1297568955187318
9526,5707.281432719735,1235.8844298159204,0.12973802538483312
9527,5707.281432719735,1235.8344298159204,0.1297191592123355
9528,5707.281432719735,1235.7844298159202,0.12970029699999164
9529,5707.281432719735,1235.7344298159203,0.12968143874655474
9530,5707.281432719735,1235.6844298159203,0.12966258445077863
9531,5707.281432719735,1235.6344298159204,0.12964373411141752
9532,5707.281432719735,1235.5844298159204,0.12962488772722622
9533,5707.281432719735,1235.5344298159202,0.12960604529696007
9534,5707.281432719735,1235.4844298159203,0.1295872068193749
9535,5707.281432719735,1235.4344298159203,0.1295683722932271
9536,5707.281432719735,1235.3844298159204,0.12954954171727354
9537,5707.281432719735,1235.3344298159204,0.12953071509027161
9538,5707.281432719735,1235.2844298159202,0.12951189241097927
9539,5707.281432719735,1235.2344298159203,0.12949307367815496
9540,5707.281432719735,1235.1844298159203,0.1294742588905577
9541,5707.281432719735,1235.1344298159204,0.1294554480469469
9542,5707.281432719735,1235.0844298159204,0.12943664114608264
9543,5707.281432719735,1235.0344298159202,0.12941783818672536
9544,5707.281432719735,1234.9844298159203,0.12939903916763623
9545,5707.281432719735,1234.9344298159203,0.12938024408757678
9546,5707.281432719735,1234.8844298159204,0.12936145294530907
9547,5707.281432719735,1234.8344298159204,0.12934266573959574
9548,5707.281432719735,1234.7844298159202,0.12932388246919985
9549,5707.281432719735,1234.7344298159203,0.12930510313288515
9550,5707.281432719735,1234.6844298159203,0.12928632772941573
9551,5707.281432719735,1234.6344298159204,0.12926755625755632
9552,5707.281432719735,1234.5844298159204,0.12924878871607207
9553,5353.296827925943,1128.3390483777828,0.11811358195098741
9554,5353.296827925943,1128.2890483777828,0.1180959858046664
9555,5353.296827925943,1128.2390483777829,0.11807839334147388
9556,5353.296827925943,1128.189048377783,0.11806080456025354
9557,5353.296827925943,1128.1390483777827,0.11804321945984961
9558,5353.296827925943,1128.0890483777828,0.1180256380391068
9559,5353.296827925943,1128.0390483777828,0.11800806029687026
9560,5353.296827925943,1127.9890483777829,0.11799048623198566
9561,5353.296827925943,1127.939048377783,0.11797291584329912
9562,5353.296827925943,1127.8890483777827,0.11795534912965726
9563,5353.296827925943,1127.8390483777828,0.11793778608990722
9564,5353.296827925943,1127.7890483777828,0.11792022672289658
9565,5353.296827925943,1127.7390483777829,0.11790267102747339
9566,5353.296827925943,1127.689048377783,0.11788511900248619
9567,5353.296827925943,1127.6390483777827,0.11786757064678402
9568,5353.296827925943,1127.5890483777828,0.11785002595921643
9569,5353.296827925943,1127.5390483777828,0.11783248493863338
9570,5353.296827925943,1127.4890483777829,0.11781494758388536
9571,5353.296827925943,1127.439048377783,0.11779741389382331
9572,5353.296827925943,1127.3890483777827,0.11777988386729865
9573,5353.296827925943,1127.3390483777828,0.11776235750316336
9574,5353.296827925943,1127.2890483777828,0.11774483480026977
9575,5353.296827925943,1127.2390483777829,0.1177273157574708
9576,5353.296827925943,1127.189048377783,0.11770980037361976
9577,5353.296827925943,1127.1390483777827,0.1176922886475705
9578,5353.296827925943,1127.0890483777828,0.11767478057817736
9579,5353.296827925943,1127.0390483777828,0.11765727616429511
9580,5353.296827925943,1126.9890483777829,0.117639775404779
9581,5353.296827925943,1126.939048377783,0.1176222782984848
9582,5353.296827925943,1126.8890483777827,0.1176047848442687
9583,5353.296827925943,1126.8390483777828,0.11758729504098746
9584,5353.296827925943,1126.7890483777828,0.11756980888749821
9585,5353.296827925943,1126.7390483777829,0.11755232638265863
9586,5353.296827925943,1126.689048377783,0.11753484752532682
9587,5353.296827925943,1126.6390483777827,0.11751737231436139
9588,5353.296827925943,1126.5890483777828,0.11749990074862149
9589,5353.296827925943,1126.5390483777828,0.1174824328269666
9590,5353.296827925943,1126.4890483777829,0.11746496854825682
9591,5353.296827925943,1126.439048377783,0.11744750791135261
9592,5353.296827925943,1126.3890483777827,0.11743005091511496
9593,5353.296827925943,1126.3390483777828,0.11741259755840537
9594,5353.296827925943,1126.2890483777828,0.11739514784008577
9595,5353.296827925943,1126.2390483777829,0.11737770175901854
9596,5353.296827925943,1126.189048377783,0.11736025931406659
9597,5353.296827925943,1126.1390483777827,0.11734282050409323
9598,5353.296827925943,1126.0890483777828,0.11732538532796237
9599,5353.296827925943,1126.0390483777828,0.11730795378453826
9600,5353.296827925943,1125.9890483777829,0.11729052587268572
9601,5353.296827925943,1125.939048377783,0.11727310159126997
9602,5353.296827925943,1125.8890483777827,0.11725568093915671
9603,5353.296827925943,1125.8390483777828,0.1172382639152122
9604,5353.296827925943,1125.7890483777828,0.11722085051830308
9605,5353.296827925943,1125.7390483777829,0.1172034407472965
9606,5353.296827925943,1125.689048377783,0.11718603460106006
9607,5353.296827925943,1125.6390483777827,0.11716863207846183
9608,5353.296827925943,1125.5890483777828,0.1171512331783704
9609,5353.296827925943,1125.5390483777828,0.11713383789965479
9610,5353.296827925943,1125.4890483777829,0.11711644624118449
9611,5353.296827925943,1125.439048377783,0.11709905820182946
9612,5353.296827925943,1125.3890483777827,0.11708167378046012
9613,5353.296827925943,1125.3390483777828,0.11706429297594745
9614,5353.296827925943,1125.2890483777828,0.11704691578716277
9615,5353.296827925943,1125.2390483777829,0.11702954221297794
9616,5353.296827925943,1125.189048377783,0.11701217225226528
9617,5353.296827925943,1125.1390483777827,0.11699480590389755
9618,5353.296827925943,1125.0890483777828,0.11697744316674805
9619,5353.296827925943,1125.0390483777828,0.11696008403969049
9620,5353.296827925943,1124.9890483777829,0.11694272852159905
9621,5353.296827925943,1124.939048377783,0.1169253766113484
9622,5353.296827925943,1124.8890483777827,0.11690802830781363
9623,5353.296827925943,1124.8390483777828,0.11689068360987039
9624,5353.296827925943,1124.7890483777828,0.11687334251639472
9625,5353.296827925943,1124.7390483777829,0.11685600502626316
9626,5353.296827925943,1124.689048377783,0.11683867113835268
9627,5353.296827925943,1124.6390483777827,0.11682134085154074
9628,5353.296827925943,1124.5890483777828,0.11680401416470532
9629,5353.296827925943,1124.5390483777828,0.11678669107672478
9630,5353.296827925943,1124.4890483777829,0.11676937158647797
9631,5353.296827925943,1124.439048377783,0.11675205569284425
9632,5353.296827925943,1124.3890483777827,0.11673474339470336
9633,5353.296827925943,1124.3390483777828,0.11671743469093561
9634,5353.296827925943,1124.2890483777828,0.11670012958042171
9635,5353.296827925943,1124.2390483777829,0.11668282806204285
9636,5353.296827925943,1124.189048377783,0.11666553013468067
9637,5353.296827925943,1124.1390483777827,0.11664823579721725
9638,5353.296827925943,1124.0890483777828,0.11663094504853526
9639,5353.296827925943,1124.0390483777828,0.11661365788751767
9640,5353.296827925943,1123.9890483777829,0.11659637431304802
9641,5353.296827925943,1123.939048377783,0.11657909432401026
9642,5353.296827925943,1123.8890483777827,0.11656181791928881
9643,5353.296827925943,1123.8390483777828,0.11654454509776861
9644,5353.296827925943,1123.7890483777828,0.11652727585833501
9645,5353.296827925943,1123.7390483777829,0.11651001019987381
9646,5353.296827925943,1123.689048377783,0.11649274812127129
9647,5353.296827925943,1123.6390483777827,0.1164754896214142
9648,5353.296827925943,1123.5890483777828,0.11645823469918976
9649,5353.296827925943,1123.5390483777828,0.11644098335348563
9650,5353.296827925943,1123.4890483777829,0.11642373558318993
9651,5353.296827925943,1123.439048377783,0.11640649138719127
9652,5353.296827925943,1123.3890483777827,0.11638925076437864
9653,5353.296827925943,1123.3390483777828,0.11637201371364164
9654,5353.296827925943,1123.2890483777828,0.11635478023387019
9655,5353.296827925943,1123.2390483777829,0.11633755032395472
9656,5353.296827925943,1123.189048377783,0.11632032398278613
9657,5353.296827925943,1123.1390483777827,0.11630310120925574
9658,5353.296827925943,1123.0890483777828,0.11628588200225541
9659,5353.296827925943,1123.0390483777828,0.11626866636067738
9660,5353.296827925943,1122.9890483777829,0.11625145428341438
9661,5353.296827925943,1122.939048377783,0.11623424576935958
9662,5353.296827925943,1122.8890483777827,0.11621704081740662
9663,5353.296827925943,1122.8390483777828,0.11619983942644962
9664,5353.296827925943,1122.7890483777828,0.11618264159538316
9665,5444.212164736161,1150.0136494208482,0.11898744432704068
9666,5444.212164736161,1149.9636494208482,0.11896996166158165
9667,5444.212164736161,1149.9136494208483,0.1189524826131011
9668,5444.212164736161,1149.863649420848,0.11893500718047663
9669,5444.212164736161,1149.8136494208482,0.11891753536258642
9670,5444.212164736161,1149.7636494208482,0.11890006715830902
9671,5444.212164736161,1149.7136494208482,0.11888260256652344
9672,5444.212164736161,1149.6636494208483,0.11886514158610921
9673,5444.212164736161,1149.613649420848,0.11884768421594626
9674,5444.212164736161,1149.5636494208482,0.11883023045491505
9675,5444.212164736161,1149.5136494208482,0.11881278030189646
9676,5444.212164736161,1149.4636494208482,0.11879533375577184
9677,5444.212164736161,1149.4136494208483,0.11877789081542299
9678,5444.212164736161,1149.363649420848,0.11876045147973219
9679,5444.212164736161,1149.3136494208482,0.1187430157475822
9680,5444.212164736161,1149.2636494208482,0.11872558361785622
9681,5444.212164736161,1149.2136494208482,0.1187081550894379
9682,5444.212164736161,1149.1636494208483,0.11869073016121134
9683,5444.212164736161,1149.113649420848,0.11867330883206115
9684,5444.212164736161,1149.0636494208482,0.11865589110087238
9685,5444.212164736161,1149.0136494208482,0.11863847696653053
9686,5444.212164736161,1148.9636494208482,0.11862106642792156
9687,5444.212164736161,1148.9136494208483,0.1186036594839319
9688,5444.212164736161,1148.863649420848,0.1185862561334484
9689,5444.212164736161,1148.8136494208482,0.11856885637535847
9690,5444.212164736161,1148.7636494208482,0.11855146020854987
9691,5444.212164736161,1148.7136494208482,0.11853406763191086
9692,5444.212164736161,1148.6636494208483,0.1185166786443302
9693,5444.212164736161,1148.613649420848,0.118499293244697
9694,5444.212164736161,1148.5636494208482,0.11848191143190098
9695,5444.212164736161,1148.5136494208482,0.1184645332048322
9696,5444.212164736161,1148.4636494208482,0.11844715856238121
9697,5444.212164736161,1148.4136494208483,0.11842978750343904
9698,5444.212164736161,1148.363649420848,0.1184124200268971
9699,5444.212164736161,1148.3136494208482,0.1183950561316474
9700,5444.212164736161,1148.2636494208482,0.11837769581658229
9701,5444.212164736161,1148.2136494208482,0.11836033908059461
9702,5444.212164736161,1148.1636494208483,0.11834298592257764
9703,5444.212164736161,1148.113649420848,0.11832563634142514
9704,5444.212164736161,1148.0636494208482,0.11830829033603134
9705,5444.212164736161,1148.0136494208482,0.1182909479052909
9706,5444.212164736161,1147.9636494208482,0.11827360904809893
9707,5444.212164736161,1147.9136494208483,0.11825627376335102
9708,5444.212164736161,1147.863649420848,0.11823894204994315
9709,5444.212164736161,1147.8136494208482,0.11822161390677188
9710,5444.212164736161,1147.7636494208482,0.11820428933273411
9711,5444.212164736161,1147.7136494208482,0.11818696832672725
9712,5444.212164736161,1147.6636494208483,0.11816965088764912
9713,5444.212164736161,1147.613649420848,0.11815233701439803
9714,5444.212164736161,1147.5636494208482,0.11813502670587278
9715,5444.212164736161,1147.5136494208482,0.11811771996097253
9716,5444.212164736161,1147.4636494208482,0.11810041677859698
9717,5444.212164736161,1147.4136494208483,0.11808311715764622
9718,5444.212164736161,1147.363649420848,0.1180658210970208
9719,5444.212164736161,1147.3136494208482,0.11804852859562179
9720,5444.212164736161,1147.2636494208482,0.11803123965235064
9721,5444.212164736161,1147.2136494208482,0.11801395426610928
9722,5444.212164736161,1147.1636494208483,0.11799667243580007
9723,5444.212164736161,1147.113649420848,0.11797939416032584
9724,5444.212164736161,1147.0636494208482,0.11796211943858989
9725,5444.212164736161,1147.0136494208482,0.11794484826949596
9726,5444.212164736161,1146.9636494208482,0.11792758065194821
9727,5444.212164736161,1146.9136494208483,0.11791031658485127
9728,5444.212164736161,1146.863649420848,0.1178930560671102
9729,5444.212164736161,1146.8136494208482,0.1178757990976306
9730,5444.212164736161,1146.7636494208482,0.11785854567531842
9731,5444.212164736161,1146.7136494208482,0.11784129579908008
9732,5444.212164736161,1146.6636494208483,0.11782404946782248
9733,5444.212164736161,1146.613649420848,0.1178068066804529
9734,5444.212164736161,1146.5636494208482,0.1177895674358792
9735,5444.212164736161,1146.5136494208482,0.11777233173300958
9736,5444.212164736161,1146.4636494208482,0.1177550995707527
9737,5444.212164736161,1146.4136494208483,0.1177378709480177
9738,5444.212164736161,1146.363649420848,0.11772064586371413
9739,5444.212164736161,1146.3136494208482,0.11770342431675204
9740,5444.212164736161,1146.2636494208482,0.11768620630604192
9741,5444.212164736161,1146.2136494208482,0.11766899183049463
9742,5444.212164736161,1146.1636494208483,0.11765178088902159
9743,5444.212164736161,1146.113649420848,0.11763457348053455
9744,5444.212164736161,1146.0636494208482,0.11761736960394582
9745,5444.212164736161,1146.0136494208482,0.1176001692581681
9746,5444.212164736161,1145.9636494208482,0.11758297244211453
9747,5444.212164736161,1145.9136494208483,0.11756577915469871
9748,5444.212164736161,1145.863649420848,0.11754858939483465
9749,5444.212164736161,1145.8136494208482,0.11753140316143688
9750,5444.212164736161,1145.7636494208482,0.11751422045342033
9751,5444.212164736161,1145.7136494208482,0.11749704126970037
9752,5444.212164736161,1145.6636494208483,0.11747986560919281
9753,5444.212164736161,1145.613649420848,0.11746269347081391
9754,5444.212164736161,1145.5636494208482,0.11744552485348043
9755,5444.212164736161,1145.5136494208482,0.1174283597561095
9756,5593.948900003642,1190.3846700010927,0.12201564883160032
9757,5593.948900003642,1190.3346700010925,0.12199801885836759
9758,5593.948900003642,1190.2846700010925,0.12198039249857476
9759,5593.948900003642,1190.2346700010926,0.12196276975111103
9760,5593.948900003642,1190.1846700010926,0.12194515061486605
9761,5593.948900003642,1190.1346700010927,0.12192753508872992
9762,5593.948900003642,1190.0846700010925,0.12190992317159316
9763,5593.948900003642,1190.0346700010925,0.12189231486234688
9764,5593.948900003642,1189.9846700010926,0.12187471015988248
9765,5593.948900003642,1189.9346700010926,0.12185710906309193
9766,5593.948900003642,1189.8846700010927,0.12183951157086757
9767,5593.948900003642,1189.8346700010925,0.12182191768210224
9768,5593.948900003642,1189.7846700010925,0.12180432739568925
